E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16
Q9HB89,,F,T,F,F,O14775,14087201,Enhances GTPase-activating protein (GAP) activity,slightly inhibitory enhances GAP leading to reduced G-protein activity,,Regulatory,Regulatory,+,NMUR1,GNB5
Q9HB89,,F,T,F,F,Q9P2W3,14114103,Guanine nucleotide-binding protein G (I)/G (O) subunit gamma-13,slightly stimulatory enhances G-protein signalling pathways,,Regulatory,Regulatory,+,NMUR1,GNG13
Q9HB89,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,transduces NMUR1 signalling by increasing transient outward potassium currents in dorsal root ganglion neurons leading to neuronal hypoexcitability mediated by the activation of PKA and ERK1/2 pathways,,Regulatory,Regulatory,+,NMUR1,GNG2
Q9HB89,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,slightly stimulatory modulates NMUR2 signalling via G-protein complex,,Regulatory,Regulatory,+,NMUR1,GNG2
Q9HB89,,F,T,F,F,P63215,24705,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-3,Heterotrimeric G protein gamma subunit that participates in G-protein signalling by interacting with beta subunits.,,Regulatory,Regulatory,+,NMUR1,GNG3
Q9HB89,,F,T,F,F,P50150,3065971,Gamma subunit specific to transducin involved in visual signal transduction,no direct relationship,,Regulatory,Regulatory,+,NMUR1,GNG4
Q9HB89,,F,T,F,F,Q9GZQ4,10302929,Receptor for neuromedin-U and neuromedin-S neuropeptides,NMUR2 is a receptor for neuromedin-U and neuromedin-S neuropeptides and involved in regulating energy balance.,,Regulatory,Regulatory,+,NMUR1,NMUR2
Q9HBX9,,F,T,F,F,P63096,17463,G-alpha protein G ( (i/o/t/z)),inhibitory,,Regulatory,Regulatory,+,RXFP1,GNAI1
Q9HC97,,F,T,F,F,P09471,13076,G-protein alpha subunit,Couples to GPR35 and mediates intracellular signalling upon ligand binding,,Regulatory,Regulatory,+,GPR35,GNAO1
Q9NPF7,,F,T,F,F,Q8IU57,,Associates with IL12B to form the pro-inflammatory cytokine IL-23 that plays different roles in innate and adaptive immunity,no well-established direct relationship,,Extracellular protein mediator,Regulatory,+,IL23A,IFNLR1
Q9NS75,,F,T,F,F,Q5JWF2,1834,Guanine nucleotide-binding protein G (s) subunit alpha isoforms XLas,interaction is stimulatory as it activates adenylyl cyclase leading to increased cAMP production,,Regulatory,Regulatory,+,CYSLTR2,GNAS
Q9NS75,,F,T,F,F,P62879,16073,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-2,for replacement of GDP by GTP,,Regulatory,Regulatory,+,CYSLTR2,GNB2
Q9NS75,,F,T,F,F,O14775,14087201,Enhances GTPase-activating protein (GAP) activity of regulator of G protein signalling (RGS) proteins,regulating its signalling pathways with an inhibitory effect on downstream G-protein-coupled receptor activity,,Regulatory,Regulatory,+,CYSLTR2,GNB5
Q9UBS5,,F,T,F,F,P63096,17463,G-alpha protein G ( (i/o/t/z)),Upon ligand binding GPCR facilitates the exchange of GDP for GTP on the G protein alpha subunit that leads to activation and dissociation,,Regulatory,Regulatory,+,GABBR1,GNAI1
Q9UBS5,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,Prior to ligand binding the heterotrimeric G protein (alpha + beta + gamma) is anchored to the plasma membrane and is associated with the inactive GPCR,,Regulatory,Regulatory,+,GABBR1,GNB1
Q9UBS5,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,Prior to ligand binding the heterotrimeric G protein (alpha + beta + gamma) is anchored to the plasma membrane and is associated with the inactive GPCR,,Regulatory,Regulatory,+,GABBR1,GNG2
Q9UF33,,F,T,F,F,Q8N5V2,7465,Acts as a guanine nucleotide exchange factor (GEF) which differentially activates the GTPases RHOA RAC1 and CDC42,stimulatory relationship promoting RhoA activation during EphA4-mediated cell signalling. Acts as a guanine nucleotide exchange factor (GEF) which differentially activates the GTPases RHOA RAC1 and CDC42,,Tyr Kinase,Regulatory,+,EPHA6,Ephexin-1
Q9UHF4,,F,T,F,F,P42336,7359,lipid kinase,unknown effect of interaction,,Regulatory,Metabolic,+,IL20RA,PIK3CA
Q9UHF4,,F,T,F,F,P27986,872,lipid kinase,unknown effect of interaction,,Regulatory,Metabolic,+,IL20RA,PIK3R1
O15399,,F,F,T,F,Q05586,,Ligand-gated ion channel,"Component of NMDA receptor complexes that function as heterotetrameric,ligand-gated ion channels that mediates  Ca+2 and Na+ influx,and voltage-dependent sensitivity to magnesium. Channel activation requires binding of the neurotransmitter glutamate to the epsilon subunit,glycine binding to the zeta subunit,plus membrane depolarization to eliminate channel inhibition by Mg+2. ",,Regulatory,Regulatory,+,NMDE4,GluN1
O60391,,F,F,T,F,Q12879,,Ligand-gated ion channel,GRIN3B and GluN2A are components of non-conventional NMDA receptors.,,Extracellular Protein Mediator,Regulatory,+,GRIN3B,GluN2A
O14543,,F,F,F,T,P16471,3393,Single pass TM receptor,SOCS3 regulates cytokine signal transduction as part of a negative feedback loop and inhibits the JAK/STAT pathway by binding to tyrosine kinase receptors. SOCS3 plays roles in fetal liver erythropoiesis and modulates allergic responses mediated by T-helper type 2 cells.,,Regulatory,Regulatory,-,SOCS3,PRLR
O15105,P36894,F,F,F,T,,Receptor-Serine Kinase,inhibits TGF-beta and activin signalling by associating with their receptors,binds BMPR1A and inhibits interaction with R-SMADS inhibiting SMAD signal cascade,,Transcription,inhibits TGF-beta and activin signalling by associating with their receptors,-,SMAD7,BMPR1A
O15105,P36894,F,F,F,T,,Receptor-Serine Kinase,Intracellular/ cytoplasm/ nucleus/ transcription protein complex protein,Antagonist of signalling by TGF-beta (transforming growth factor) type 1 receptor superfamily members SMAD7 directly binds to the GS domain of BMPR-1A preventing BMPR-1A from phosphorylating R-SMADs (e.g.,,Transcription,Intracellular/ cytoplasm/ nucleus/ transcription protein complex protein,-,SMAD7,BMPR1A
O15105,P36894,F,F,F,T,,Receptor-Serine Kinase,transcription factor,Antagonist of signalling by TGF-beta (transforming growth factor) type 1 receptor superfamily members and has been shown to inhibit TGF-beta (Transforming growth factor) and activin signalling by associating with their receptors thus preventing SMAD2 access. Functions as an adapter to recruit SMURF2 to the TGF-beta receptor complex,,Transcription,transcription factor,-,SMAD7,BMPR1A
O15105,P36894,F,F,F,T,,Receptor-Serine Kinase,transcription factor/TGF-beta signalling antagonist,binding prevents BMPR1A association with SMAD1/5/8 therefore preventing downstream effects,,Transcription,transcription factor/TGF-beta signalling antagonist,-,SMAD7,BMPR1A
O15105,P36897,F,F,F,T,,Receptor-Serine Kinase,Intracellular signal transducer and transcriptional modulator,Inhibits TGFBR1 signalling by recruiting ubiquitin ligases,,Transcription,Ser/Thr Kinase,-,SMAD7,TGFBR1
O15105,P36897,F,F,F,T,,Receptor-Serine Kinase,Regulatory protein,SMAD7 is an antagonist of signalling by TGF-beta type 1 receptor superfamily members: has been shown to inhibit TGF-beta and activin signalling by associating with their receptors thus preventing SMAD2 access. Functions as an adapter to recruit SMURF2 to the TGF-beta receptor complex. Also acts by recruiting the PPP1R15A-PP1 complex to TGFBR1 which promotes its dephosphorylation,,Transcription,Ser/Thr Kinase,-,SMAD7,TGFBR1
O15105,P36897,F,F,F,T,,Receptor-Serine Kinase,signal transducer,recruits PPP1R15A-PP1 complex to TGFBR1 for dephosphorylation and preventing downstream activity,,Transcription,Ser/Thr Kinase,-,SMAD7,TGFBR1
O15105,P36897,F,F,F,T,,Receptor-Serine Kinase,signalling antagonist and adapter protein,Smad7 interacts with TGFBR1 to inhibit its signalling pathway and regulate the cellular response to TGF-beta,,Transcription,Ser/Thr Kinase,-,SMAD7,TGFBR1
O15105,P36897,F,F,F,T,,Receptor-Serine Kinase,signalling antagonist and adapter protein,interacts with TGFBR1 to inhibit its signalling pathway and regulate the cellular response to TGF-beta,,Transcription,Ser/Thr Kinase,-,SMAD7,TGFBR1
O15105,P36897,F,F,F,T,,Receptor-Serine Kinase,transcriptional regulator,negatively regulates TGFBR1 signalling by bringing along E3 ubiquitin ligases such as SMURF to the receptor to promote receptor ubiquitylation and degradation,,Transcription,Ser/Thr Kinase,-,SMAD7,TGFBR1
O15105,P37173,F,F,F,T,,,Antagonist of signalling by TGF-beta (transforming growth factor) type 1 receptor superfamily members,stimulatory as MAD7 interacts with SMAD2 to propagate TGF-β signals leading to gene expression changes,,Transcription,Ser/Thr Kinase,-,SMAD7,TGFBR2
O15105,P37173,F,F,F,T,,Receptor-Serine Kinase,mothers against decapentaplegic homolog 7,antagonist of signalling by TGFBR2,,Transcription,Ser/Thr Kinase,-,SMAD7,TGFBR2
O15105,P37173,F,F,F,T,,Receptor-Serine Kinase,Regulatory protein,SMAD7 is an antagonist of signalling by TGF-beta type 1 receptor superfamily members: has been shown to inhibit TGF-beta and activin signalling by associating with their receptors thus preventing SMAD2 access. Also functions as an adapter to recruit SMURF2 to the TGF-beta receptor complex and regulates its degredation.,,Transcription,Ser/Thr Kinase,-,SMAD7,TGFBR2
O15105,P37173,F,F,F,T,,Receptor-Serine Kinase,Regulatory protein,SMAD7 is an antagonist of signalling by TGF-beta type 1 receptor superfamily members: has been shown to inhibit TGF-beta and activin signalling by associating with their receptors thus preventing SMAD2 access. Also functions as an adapter to recruit SMURF2 to the TGF-beta receptor complex and regulates its degredation.,,Transcription,Ser/Thr Kinase,-,SMAD7,TGFBR2
O15105,P37173,F,F,F,T,,Receptor-Serine Kinase,transcription factor,inhibits TGFBR2 signalling as it associates with TGFBR2 in an antagonistic fashion to SMAD2 thereby preventing activation of SMAD2 via interaction with TGFBR2,,Transcription,Ser/Thr Kinase,-,SMAD7,TGFBR2
O15105,P37173,F,F,F,T,,Receptor-Serine Kinase,transcriptional regulator,negatively regulates TGFBR2 signalling by bringing along E3 ubiquitin ligases such as SMURF to the receptor to promote receptor ubiquitylation and degradation,,Transcription,Ser/Thr Kinase,-,SMAD7,TGFBR2
O15105,P37173,F,F,F,T,,Receptor-Serine Kinase,transcriptional regulator,negatively regulates TGFBR2 signalling by bringing along E3 ubiquitin ligases such as SMURF to the receptor to promote receptor ubiquitylation and degradation,,Transcription,Ser/Thr Kinase,-,SMAD7,TGFBR2
O15519,,F,F,F,T,P25445,,FAS,suppresses FAS-mediated apoptosis by inhibiting caspase-8 activation at the death-inducing signalling complex,,Regulatory,Regulatory,-,CFLAR,FAS
O15519,,F,F,F,T,O00220,,TNFRSF10A,Apoptosis regulator protein which may function as a crucial link between cell survival and cell death pathways in mammalian cells,,Regulatory,Regulatory,-,CFLAR,TNFRSF10A
O15524,,F,F,F,T,P22607,,suppressor of cytokine signalling,SOCS1 modulates FGFR3 signalling by downregulating FGFR3 thereby repressing STAT1 phosphorylation and elevating MAPK3 phosphorylation,,Regulatory,Tyr Kinase,-,SOCS1,FGFR3
O15524,,F,F,F,T,P22607,,suppressor of cytokine signalling,SOCS1 modulates FGFR3 signalling by downregulating FGFR3 thereby repressing STAT1 phosphorylation and elevating MAPK3 phosphorylation,,Regulatory,Tyr Kinase,-,SOCS1,FGFR3
O43541,,F,F,F,T,Q04771,,mediator of TGF-b and BMP anti-inflammatory activity,involved in BMP-ALK2-SMAD signalling pathway,,Transcription,Ser/Thr Kinase,-,SMAD6,ALK2
O43541,,F,F,F,T,Q04771,,Transcriptional modulator,binds activated ACVR1 to prevent binding of SMAD1/5/8 to decrease signalling,,Transcription,Ser/Thr Kinase,-,SMAD6,ALK2
O43541,,F,F,F,T,O00238,,Intracellular signal transducer and transcriptional modulator,Inhibits BMPR1B signalling by competing with SMAD1/5/8,,Transcription,Intracellular signal transducer and transcriptional modulator,-,SMAD6,BMPR1B
O43541,,F,F,F,T,O00238,,Mothers against decapentaplegic homolog,intracellular mediators where TGF-beta superfamily receptors signal through,,Transcription,Mothers against decapentaplegic homolog,-,SMAD6,BMPR1B
O43541,,F,F,F,T,O00238,,Transcription factor,Smad6 is potent antagonists of the BMP-Smad1 pathway by interacting with activated BMPR1B and thereby preventing the activation of receptor-regulated Smads or by competing with activated R-Smads for heteromeric complex formation with Smad4,,Transcription,Transcription factor,-,SMAD6,BMPR1B
O43541,,F,F,F,T,O00238,,Transcription factor,Smad6 is potent antagonists of the BMP-Smad1 pathway by interacting with activated BMPR1B and thereby preventing the activation of receptor-regulated Smads or by competing with activated R-Smads for heteromeric complex formation with Smad4.,,Transcription,Transcription factor,-,SMAD6,BMPR1B
O43541,,F,F,F,T,O00238,,transcription factor,suppresses IL1R-TLR signalling through its direct interaction with PEL1 preventing NF-kappa-B activation,,Transcription,transcription factor,-,SMAD6,BMPR1B
O43541,,F,F,F,T,O00238,,transcriptional regulator/inhibitory SMAD,interaction with BMPR1B causes activation of SMAD6 leading to inhibition of BMP downstream signalling of other SMAD subtypes including SMAD1,,Transcription,transcriptional regulator/inhibitory SMAD,-,SMAD6,BMPR1B
O43541,,F,F,F,T,P36897,,Intracellular signal transducer and transcriptional modulator,Inhibits TGFBR1 signalling by competing with SMAD2/3,,Transcription,Ser/Thr Kinase,-,SMAD6,TGFBR1
O43541,,F,F,F,T,P36897,,regulatory intracellular signalling protein,can inhibit the signalling pathway initiated by TGFBR1 thereby regulating cellular responses to TGF-beta,,Transcription,Ser/Thr Kinase,-,SMAD6,TGFBR1
O43541,,F,F,F,T,P36897,,regulatory intracellular signalling protein,Smad6 can inhibit the signalling pathway initiated by TGFBR1 thereby regulating cellular responses to TGF-beta,,Transcription,Ser/Thr Kinase,-,SMAD6,TGFBR1
O43541,,F,F,F,T,P36897,,Regulatory protein,SMAD6 binds to and downregulates the activity of TGFBR1,,Transcription,Ser/Thr Kinase,-,SMAD6,TGFBR1
O43541,,F,F,F,T,P36897,,signal transducer,interacts with TGFBR1 to inhibit SMAD1 binding to SMAD4,,Transcription,Ser/Thr Kinase,-,SMAD6,TGFBR1
O43541,,F,F,F,T,P36897,,transcriptional regulator,negatively regulates TGFBR1 signalling by interacting with the receptor and competing with R-Smads for activation,,Transcription,Ser/Thr Kinase,-,SMAD6,TGFBR1
O43734,,F,F,F,T,P25942,,E3 ubiquitin-protein ligase and signalling adapter protein,may indirectly influence CD40 signalling through its effects on TRAF6 and NF-κB pathways,,Metabolic,Regulatory,-,TRAF3IP2,CD40
O43734,,F,F,F,T,Q96F46,,E3 ubiquitin ligase,upon IL17A stimulation TRAP3IP2 interacts with IL17RA and catalyzes Lys-63 polyubiquitination of TRAF6 leading to TRAF6-mediated activation of NF-kappaB and MAPK signalling pathways,,Metabolic,Regulatory,-,TRAF3IP2,IL17RA
O43734,,F,F,F,T,Q96RJ3,,E3 ubiquitin ligase,negatively regulates TNFRSF13C signalling leading to less activation of the NF-kappa-B pathway,,Metabolic,Regulatory,-,TRAF3IP2,TNFRSF13C
O60337,,F,F,F,T,P23416,,E3 ubiquitin-protein ligase leading to proteosomal degradation,,,Metabolic,Regulatory,-,MARCHF6,GLRA2
O96013,,F,F,F,T,P05106,,Serine/threonine protein kinase,phosphorylates ITGB5 to promote cell motility,,Ser/Thr Kinase,Regulatory,0,PAK4,ITGB3
O96013,,F,F,F,T,P43119,,Serine/threonine-protein kinase,Phosphorylates β3 integrin cytoplasmic domain,,Ser/Thr Kinase,Regulatory,0,PAK4,PTGIR
O96013,,F,F,F,T,P18084,,Protein kinase,Plays a role in a variety of different signalling pathways including cytoskeleton regulation/ cell migration/ growth/ proliferation or cell survival,,Ser/Thr Kinase,Regulatory,+,PAK4,ITGB5
P07900,,F,F,F,T,P10275,1179,heat shock protein,molecular chaperone of the heat shock protein 90 family that promotes the maturation structural maintenance and proper regulation of specific target proteins. It also plays a role in the regulation of the transcription machinery through altering the steady-state levels of certain transcription factors in response to various physiological cues modulating the activity of certain epigenetic modifiers such as histone deacetylases or DNA methyl transferases and thereby respond to the change in the environment and eviction of histones from the promoter region of certain genes and thereby turn on gene expression,,Adaptor/scaffold,Regulatory,+,HSP90AA1,AR
P07900,,F,F,F,T,P10275,,Molecular chaperone that promotes the maturation structural maintenance and proper regulation of specific target proteins involved for instance in cell cycle control and signal transduction,directly stimulates,,Adaptor/scaffold,Regulatory,+,HSP90AA1,AR
P07900,,F,F,F,T,P03372,,Molecular chaperone,Component of the cytoplasmic molecular chaperone machinery which maintains ER-a in an active conformation to allow binding to E2 and transactive genes for downstream signalling.,,Adaptor/scaffold,Regulatory,+,HSP90A,ER1
P07900,,F,F,F,T,P03372,,Molecular chaperone,Component of the cytoplasmic molecular chaperone machinery which maintains ER-a in an active conformation to allow binding to E2 and transactive genes for downstream signalling.,,Adaptor/scaffold,Regulatory,+,HSP90A,ER1
P07900,,F,F,F,T,P03372,1179,Heat shock protein,Molecular chaperone that promotes the maturation,,Adaptor/scaffold,Regulatory,+,HSP90AA1,ER1
P07900,,F,F,F,T,P04626,1179,heat shock protein,HSP90 and cochaperone Cdc37 interact with ERBB2 which depends on them for their stability and function,,Adaptor/scaffold,Tyr Kinase,+,HSP90AA1,ERBB2
P07900,,F,F,F,T,P04626,,Molecular chaperone,HSP90AA1 interacts with ERBB2 in an ATP-dependent manner: the interaction suppresses ERBB2 kinase activity,,Adaptor/scaffold,Tyr Kinase,+,HSP90AA1,ERBB2
P07900,,F,F,F,T,P22607,1179,heat shock protein,HSP90 and cochaperone Cdc37 interact with FGF3 which depends on them for their stability and function,,Adaptor/scaffold,Tyr Kinase,+,HSP90AA1,FGFR3
